Gene,t-scores,p-values,FDR-adjusted p-values,q-values,BH FDR-adjusted p-values
BANF1,1.0614,0.34941,1,0.99501,0.9984
MRPL51,1.0613,0.34946,1,0.99501,0.9984
AKR1C2,1.0599,0.34999,1,0.99501,0.9984
RFWD3,1.0598,0.35004,1,0.99501,0.9984
CPQ,1.0597,0.35006,1,0.99501,0.9984
SYT4,1.0588,0.3504,1,0.99501,0.9984
SQLE,1.0587,0.35044,1,0.99501,0.9984
ENSA,1.0587,0.35045,1,0.99501,0.9984
SNORA6,-1.0587,0.35046,1,0.99501,0.9984
TEAD1,1.0584,0.35058,1,0.99501,0.9984
TXNDC9,1.0583,0.35062,1,0.99501,0.9984
PLRG1,1.0582,0.35065,1,0.99501,0.9984
PRSS23,1.0582,0.35065,1,0.99501,0.9984
PGD,1.0574,0.35097,1,0.99501,0.9984
SNAP47,-1.0573,0.35102,1,0.99501,0.9984
PRR12,-1.0572,0.35105,1,0.99501,0.9984
C4orf34,1.0571,0.35111,1,0.99501,0.9984
REC8,-1.0569,0.35117,1,0.99501,0.9984
TOR1AIP2,1.0569,0.35119,1,0.99501,0.9984
SMA5,-1.0561,0.35154,1,0.99501,0.9984
TFAP2C,1.056,0.35157,1,0.99501,0.9984
FAM40A,-1.056,0.35158,1,0.99501,0.9984
USP6NL,-1.0558,0.35166,1,0.99501,0.9984
RICTOR,-1.0555,0.3518,1,0.99501,0.9984
LRRC28,1.0552,0.35192,1,0.99501,0.9984
CNTNAP5,1.055,0.35201,1,0.99501,0.9984
MAN1A1,1.0549,0.35202,1,0.99501,0.9984
C8orf42,-1.0548,0.35209,1,0.99501,0.9984
FBXW5,-1.0543,0.35226,1,0.99501,0.9984
INPP5J,-1.0542,0.3523,1,0.99501,0.9984
SNRPE,1.0536,0.35254,1,0.99501,0.9984
EIF2B2,-1.0532,0.35266,1,0.99501,0.9984
ATF6B,1.0531,0.3527,1,0.99501,0.9984
BRI3,1.0531,0.3527,1,0.99501,0.9984
EMBP1,1.0526,0.35288,1,0.99501,0.9984
SUSD4,-1.0517,0.35318,1,0.99501,0.9984
SNORA5A,1.0515,0.35327,1,0.99501,0.9984
FTL,1.0514,0.35331,1,0.99501,0.9984
ACTA2,1.0513,0.35334,1,0.99501,0.9984
C10orf10,1.0512,0.35338,1,0.99501,0.9984
INPP5K,-1.0512,0.35339,1,0.99501,0.9984
LOC285359,-1.0511,0.35343,1,0.99501,0.9984
ZC3H12C,-1.0507,0.35357,1,0.99501,0.9984
HECTD4,-1.0506,0.35361,1,0.99501,0.9984
KBTBD4,1.0505,0.35364,1,0.99501,0.9984
MPND,-1.0503,0.35374,1,0.99501,0.9984
PDXP,-1.0499,0.35391,1,0.99501,0.9984
SAAL1,-1.0494,0.35411,1,0.99501,0.9984
STAG2,-1.0492,0.35418,1,0.99501,0.9984
ZNF764,-1.049,0.35427,1,0.99501,0.9984
FBXL18,-1.049,0.35429,1,0.99501,0.9984
TRAF6,1.0488,0.35437,1,0.99501,0.9984
RGS16,1.0487,0.35441,1,0.99501,0.9984
LPHN3,1.0482,0.35462,1,0.99501,0.9984
SSTR2,-1.0481,0.35466,1,0.99501,0.9984
ACPL2,-1.048,0.35472,1,0.99501,0.9984
TMTC4,1.0479,0.35474,1,0.99501,0.9984
AP1M1,-1.0479,0.35475,1,0.99501,0.9984
DUS3L,-1.0473,0.35504,1,0.99501,0.9984
RPL15,1.0472,0.35506,1,0.99501,0.9984
VAPA,-1.0468,0.35528,1,0.99501,0.9984
LARS2,1.0465,0.3554,1,0.99501,0.9984
L3MBTL2,1.0465,0.35541,1,0.99501,0.9984
SEPT2,1.0464,0.35545,1,0.99501,0.9984
GRHPR,1.0462,0.35553,1,0.99501,0.9984
C4orf6,1.0461,0.35556,1,0.99501,0.9984
LYRM2,1.046,0.35564,1,0.99501,0.9984
GRM2,1.0459,0.35566,1,0.99501,0.9984
ATP8A1,-1.0459,0.35567,1,0.99501,0.9984
RNF170,1.0458,0.35572,1,0.99501,0.9984
LGMN,1.0458,0.35573,1,0.99501,0.9984
SLC2A6,-1.0453,0.35593,1,0.99501,0.9984
PHLDB2,1.0452,0.35596,1,0.99501,0.9984
MPHOSPH6,-1.045,0.35607,1,0.99501,0.9984
PPAN,-1.0448,0.35614,1,0.99501,0.9984
WDR60,-1.0448,0.35615,1,0.99501,0.9984
KCTD1,1.0441,0.35644,1,0.99501,0.9984
NAAA,-1.0439,0.3565,1,0.99501,0.9984
SLC35G2,-1.0439,0.35651,1,0.99501,0.9984
N4BP3,-1.0436,0.35662,1,0.99501,0.9984
CCNY,1.0436,0.35663,1,0.99501,0.9984
SCG5,-1.0435,0.35667,1,0.99501,0.9984
HABP4,-1.0435,0.35669,1,0.99501,0.9984
MOK,-1.0434,0.35672,1,0.99501,0.9984
CCDC157,1.0428,0.35694,1,0.99501,0.9984
SIK1,1.0426,0.35703,1,0.99501,0.9984
RBBP4,1.0426,0.35703,1,0.99501,0.9984
ATAT1,1.0425,0.35706,1,0.99501,0.9984
RPRD2,-1.0425,0.35707,1,0.99501,0.9984
LAMC2,1.042,0.35721,1,0.99501,0.9984
CCDC104,1.0416,0.35734,1,0.99501,0.9984
SCRIB,-1.0416,0.35736,1,0.99501,0.9984
FRG1B,-1.0414,0.3574,1,0.99501,0.9984
NT5E,1.0412,0.35746,1,0.99501,0.9984
CDH7,1.0412,0.35747,1,0.99501,0.9984
PBX4,-1.0405,0.35768,1,0.99501,0.9984
LOC100130950,-1.0403,0.35773,1,0.99501,0.9984
WDR66,1.0403,0.35775,1,0.99501,0.9984
ZFP112,-1.04,0.35785,1,0.99501,0.9984
TMEM80,-1.0399,0.35787,1,0.99501,0.9984
ADRBK1,-1.0399,0.35789,1,0.99501,0.9984
FGF14,1.0386,0.35834,1,0.99501,0.9984
UNC13B,-1.0385,0.35838,1,0.99501,0.9984
PRUNE,1.0385,0.35838,1,0.99501,0.9984
CADM4,1.0384,0.35841,1,0.99501,0.9984
UBTF,1.0383,0.35847,1,0.99501,0.9984
TNFRSF10D,1.0383,0.35849,1,0.99501,0.9984
BSDC1,1.0381,0.35854,1,0.99501,0.9984
SIPA1L3,-1.0372,0.35894,1,0.99501,0.9984
OSBPL6,-1.037,0.35898,1,0.99501,0.9984
SPINT2,1.0369,0.35902,1,0.99501,0.9984
C20orf72,1.0354,0.35959,1,0.99501,0.9984
ZNF362,-1.0353,0.35962,1,0.99501,0.9984
RPL3,1.0351,0.35969,1,0.99501,0.9984
NDUFB9,-1.035,0.35972,1,0.99501,0.9984
PHACTR4,1.0343,0.35996,1,0.99501,0.9984
ZNF177,-1.0342,0.36002,1,0.99501,0.9984
PKNOX2,1.0339,0.36014,1,0.99501,0.9984
CACNB3,-1.0337,0.3602,1,0.99501,0.9984
KIAA1919,-1.0336,0.36022,1,0.99501,0.9984
UQCRHL,1.0333,0.36037,1,0.99501,0.9984
LYSMD1,-1.0328,0.36058,1,0.99501,0.9984
LOC100506054,-1.0319,0.36096,1,0.99501,0.9984
ZNF816,-1.0318,0.361,1,0.99501,0.9984
BTBD17,-1.0318,0.36103,1,0.99501,0.9984
CYB5R4,-1.0317,0.36105,1,0.99501,0.9984
NRD1,1.0316,0.36112,1,0.99501,0.9984
UGDH,1.0312,0.36127,1,0.99501,0.9984
TRIM27,1.0309,0.36143,1,0.99501,0.9984
WNK1,-1.0308,0.36144,1,0.99501,0.9984
BRPF1,1.0306,0.36152,1,0.99501,0.9984
PAPD4,-1.0303,0.36165,1,0.99501,0.9984
RAVER2,1.0301,0.36173,1,0.99501,0.9984
DROSHA,1.03,0.36176,1,0.99501,0.9984
CDKN1A,1.0297,0.36185,1,0.99501,0.9984
ATP6V0D1,1.0296,0.36189,1,0.99501,0.9984
ONECUT2,1.0296,0.36189,1,0.99501,0.9984
KANSL2,1.0295,0.36192,1,0.99501,0.9984
ANAPC7,-1.0294,0.36194,1,0.99501,0.9984
LMTK2,1.0293,0.36199,1,0.99501,0.9984
EML5,-1.0286,0.3622,1,0.99501,0.9984
CES2,1.0284,0.36225,1,0.99501,0.9984
LPHN2,1.0282,0.36232,1,0.99501,0.9984
BCAP31,-1.028,0.36238,1,0.99501,0.9984
PLAU,1.028,0.3624,1,0.99501,0.9984
DDX28,1.0278,0.36244,1,0.99501,0.9984
SCYL1,1.0278,0.36247,1,0.99501,0.9984
CHRM2,-1.0274,0.36258,1,0.99501,0.9984
TPCN2,-1.0269,0.36281,1,0.99501,0.9984
MAST2,1.0267,0.36288,1,0.99501,0.9984
PRADC1,-1.0266,0.36291,1,0.99501,0.9984
PROM2,1.0266,0.36293,1,0.99501,0.9984
MAP1LC3B2,-1.0266,0.36293,1,0.99501,0.9984
MEN1,-1.0256,0.36336,1,0.99501,0.9984
ZNF256,-1.0246,0.36375,1,0.99501,0.9984
CSK,-1.0244,0.36387,1,0.99501,0.9984
FGFBP3,1.0243,0.36389,1,0.99501,0.9984
LOC728730,-1.0243,0.36389,1,0.99501,0.9984
SPDYE7P,-1.0239,0.36405,1,0.99501,0.9984
DPP8,1.0237,0.36413,1,0.99501,0.9984
PPCS,1.0231,0.3644,1,0.99501,0.9984
SS18L2,1.0224,0.36469,1,0.99501,0.9984
TAF10,1.0223,0.36473,1,0.99501,0.9984
TONSL,-1.0219,0.3649,1,0.99501,0.9984
SEC62,-1.0216,0.36499,1,0.99501,0.9984
AKAP13,1.0213,0.36511,1,0.99501,0.9984
RPS5,1.0209,0.36526,1,0.99501,0.9984
CDKN1B,1.0203,0.36545,1,0.99501,0.9984
WNT9A,-1.0203,0.36545,1,0.99501,0.9984
TMX1,1.0201,0.36551,1,0.99501,0.9984
DCUN1D4,1.0201,0.36552,1,0.99501,0.9984
PRKG1,-1.02,0.36554,1,0.99501,0.9984
FLJ35390,1.0198,0.36563,1,0.99501,0.9984
PLCB1,-1.0195,0.36573,1,0.99501,0.9984
OTUD7B,1.0194,0.36577,1,0.99501,0.9984
ECE1,1.0189,0.36592,1,0.99501,0.9984
TRAPPC6A,-1.0183,0.36614,1,0.99501,0.9984
TSPAN13,1.0182,0.36617,1,0.99501,0.9984
MYOZ1,-1.0181,0.36622,1,0.99501,0.9984
ZNF706,1.0179,0.36628,1,0.99501,0.9984
MBNL2,-1.0172,0.36655,1,0.99501,0.9984
MLYCD,1.0172,0.36657,1,0.99501,0.9984
ZC3HAV1L,-1.0168,0.3667,1,0.99501,0.9984
RAB7L1,1.0167,0.36676,1,0.99501,0.9984
ACP2,1.0166,0.36681,1,0.99501,0.9984
TRIM46,-1.0165,0.36685,1,0.99501,0.9984
C1orf123,1.0162,0.36694,1,0.99501,0.9984
PRKCD,-1.0159,0.36707,1,0.99501,0.9984
TTPAL,-1.0159,0.36707,1,0.99501,0.9984
TMEM222,-1.0158,0.36711,1,0.99501,0.9984
PAIP2,1.0155,0.36723,1,0.99501,0.9984
MAP2,1.015,0.36744,1,0.99501,0.9984
AATF,-1.0148,0.36752,1,0.99501,0.9984
LOC152217,-1.0143,0.36771,1,0.99501,0.9984
LRTM2,-1.0141,0.36779,1,0.99501,0.9984
A4GALT,-1.0136,0.36796,1,0.99501,0.9984
CNP,1.0136,0.36799,1,0.99501,0.9984
PLEKHG3,1.0135,0.368,1,0.99501,0.9984
EYA1,-1.0135,0.368,1,0.99501,0.9984
PES1,1.0134,0.36805,1,0.99501,0.9984
TENM4,-1.013,0.3682,1,0.99501,0.9984
ADAM11,1.0129,0.36826,1,0.99501,0.9984
CMTM6,1.0127,0.36834,1,0.99501,0.9984
MED13,-1.0125,0.36842,1,0.99501,0.9984
FAIM,-1.0121,0.36861,1,0.99501,0.9984
MOCS1,-1.012,0.36864,1,0.99501,0.9984
EIF4A3,1.0119,0.36868,1,0.99501,0.9984
KCNH2,-1.0115,0.36887,1,0.99501,0.9984
EEF1A2,-1.0113,0.36896,1,0.99501,0.9984
RPL18,1.0105,0.36934,1,0.99501,0.9984
CSMD3,1.0104,0.36942,1,0.99501,0.9984
CEP44,1.0104,0.36943,1,0.99501,0.9984
LOC645212,-1.01,0.36959,1,0.99501,0.9984
CHST15,-1.0097,0.36972,1,0.99501,0.9984
ADAT1,1.0096,0.36979,1,0.99501,0.9984
WDYHV1,1.009,0.37003,1,0.99501,0.9984
RELL2,-1.0089,0.37008,1,0.99501,0.9984
GATAD2B,-1.0083,0.37034,1,0.99501,0.9984
BACH2,-1.0082,0.37039,1,0.99501,0.9984
FAM49A,-1.0081,0.37042,1,0.99501,0.9984
LOC100132247,-1.0079,0.37051,1,0.99501,0.9984
PCIF1,1.0078,0.37052,1,0.99501,0.9984
ZNF480,-1.0078,0.37054,1,0.99501,0.9984
ZMYND11,-1.0077,0.37058,1,0.99501,0.9984
MPP5,1.0074,0.37071,1,0.99501,0.9984
PAX3,1.0073,0.37073,1,0.99501,0.9984
HAUS6,-1.0066,0.37104,1,0.99501,0.9984
STAR,1.0062,0.37122,1,0.99501,0.9984
FRAT2,-1.0061,0.37125,1,0.99501,0.9984
DISP1,-1.0059,0.37134,1,0.99501,0.9984
RGAG4,-1.0059,0.37135,1,0.99501,0.9984
RNF138,-1.0059,0.37136,1,0.99501,0.9984
INTS8,1.0059,0.37136,1,0.99501,0.9984
LRP11,-1.0057,0.37143,1,0.99501,0.9984
FOPNL,1.0056,0.37147,1,0.99501,0.9984
REXO4,1.0054,0.37158,1,0.99501,0.9984
SNX2,1.0051,0.3717,1,0.99501,0.9984
TP53I11,1.0051,0.37172,1,0.99501,0.9984
XPO7,-1.005,0.37173,1,0.99501,0.9984
OSTM1,-1.0048,0.37182,1,0.99501,0.9984
C8orf33,1.0048,0.37183,1,0.99501,0.9984
MOAP1,-1.0045,0.37198,1,0.99501,0.9984
AP2M1,1.0044,0.37201,1,0.99501,0.9984
SORCS3,-1.0043,0.37206,1,0.99501,0.9984
ZNF428,-1.0042,0.37208,1,0.99501,0.9984
WDR78,1.0041,0.37216,1,0.99501,0.9984
HCN4,-1.004,0.37219,1,0.99501,0.9984
FAM136A,1.004,0.3722,1,0.99501,0.9984
FUBP3,1.0032,0.37252,1,0.99501,0.9984
KIFC3,-1.003,0.37261,1,0.99501,0.9984
C10orf12,1.0023,0.37293,1,0.99501,0.9984
RPLP1,1.0019,0.37309,1,0.99501,0.9984
LMF2,-1.0011,0.37342,1,0.99501,0.9984
ANAPC2,1.0008,0.37353,1,0.99501,0.9984
MKL1,-1.0008,0.37356,1,0.99501,0.9984
SIDT2,1.0004,0.3737,1,0.99501,0.9984
GABPB1,1.0004,0.37371,1,0.99501,0.9984
DPF2,1.0004,0.37372,1,0.99501,0.9984
RNPEPL1,-1.0001,0.37386,1,0.99501,0.9984
ASPM,-1,0.37389,1,0.99501,0.9984
AVPR1A,-1,0.37389,1,0.99501,0.9984
FOLR4,1,0.37389,1,0.99501,0.9984
TMED10,0.99952,0.3741,1,0.99501,0.9984
ZNF561,-0.99942,0.37415,1,0.99501,0.9984
PICK1,-0.99933,0.37419,1,0.99501,0.9984
ETFB,0.99896,0.37435,1,0.99501,0.9984
CLTC,-0.9989,0.37438,1,0.99501,0.9984
AGAP2,-0.99887,0.37439,1,0.99501,0.9984
CXorf23,-0.99868,0.37448,1,0.99501,0.9984
RPS10,0.99867,0.37449,1,0.99501,0.9984
TPR,-0.99861,0.37451,1,0.99501,0.9984
KIAA0368,-0.99837,0.37462,1,0.99501,0.9984
ZNF212,0.99772,0.3749,1,0.99501,0.9984
TIMM50,0.99747,0.375,1,0.99501,0.9984
EIF2S3,0.99704,0.37518,1,0.99501,0.9984
ELMOD1,0.99638,0.37542,1,0.99501,0.9984
DIS3L,-0.99632,0.37545,1,0.99501,0.9984
FOCAD,-0.99595,0.37558,1,0.99501,0.9984
NOTUM,-0.9959,0.3756,1,0.99501,0.9984
SLC25A38,0.99582,0.37563,1,0.99501,0.9984
VPS28,0.99552,0.37574,1,0.99501,0.9984
TMEM161A,-0.99523,0.37586,1,0.99501,0.9984
SLC12A9,-0.99509,0.37591,1,0.99501,0.9984
TMEM165,0.99487,0.376,1,0.99501,0.9984
GPR158,-0.9948,0.37603,1,0.99501,0.9984
PSAT1,0.9946,0.37611,1,0.99501,0.9984
PDS5B,-0.99436,0.37621,1,0.99501,0.9984
ANKRD23,-0.99433,0.37622,1,0.99501,0.9984
BAHCC1,-0.99401,0.37637,1,0.99501,0.9984
LHX9,0.99397,0.37639,1,0.99501,0.9984
STARD10,0.99386,0.37644,1,0.99501,0.9984
RASA4CP,-0.99383,0.37645,1,0.99501,0.9984
COPS5,-0.99382,0.37646,1,0.99501,0.9984
PTGER3,-0.99339,0.37666,1,0.99501,0.9984
ACTR6,0.99281,0.37695,1,0.99501,0.9984
C5orf45,0.99272,0.37699,1,0.99501,0.9984
PWP1,-0.99237,0.37716,1,0.99501,0.9984
RPS11,-0.99232,0.37718,1,0.99501,0.9984
ETFA,0.99187,0.3774,1,0.99501,0.9984
VWA5B2,-0.99181,0.37743,1,0.99501,0.9984
GANAB,0.99176,0.37745,1,0.99501,0.9984
ELAVL4,0.99159,0.37753,1,0.99501,0.9984
PPP1R17,-0.99147,0.37758,1,0.99501,0.9984
NAGLU,-0.99084,0.37785,1,0.99501,0.9984
EFNB2,0.99081,0.37787,1,0.99501,0.9984
SLC25A16,-0.99081,0.37787,1,0.99501,0.9984
PNPLA2,-0.99066,0.37793,1,0.99501,0.9984
ALG13,0.99032,0.37807,1,0.99501,0.9984
BRD4,-0.98968,0.37833,1,0.99501,0.9984
HSD17B7,0.98965,0.37835,1,0.99501,0.9984
ZSWIM1,0.98962,0.37836,1,0.99501,0.9984
CYTH1,0.98942,0.37844,1,0.99501,0.9984
TMBIM1,0.98921,0.37853,1,0.99501,0.9984
DMXL2,-0.98919,0.37854,1,0.99501,0.9984
HOOK3,0.98919,0.37854,1,0.99501,0.9984
POU3F2,0.98888,0.37866,1,0.99501,0.9984
TXNDC12,0.98884,0.37868,1,0.99501,0.9984
MTERF,0.98877,0.37871,1,0.99501,0.9984
ZDHHC22,-0.98868,0.37874,1,0.99501,0.9984
RECQL5,-0.98836,0.37888,1,0.99501,0.9984
MDGA2,0.98758,0.37921,1,0.99501,0.9984
OSGIN2,-0.98742,0.37927,1,0.99501,0.9984
NDUFB2,0.98711,0.37941,1,0.99501,0.9984
MIR7-3HG,-0.98708,0.37942,1,0.99501,0.9984
PLEKHM3,-0.98706,0.37943,1,0.99501,0.9984
UQCR11,0.98655,0.37964,1,0.99501,0.9984
ATPBD4,0.98639,0.37971,1,0.99501,0.9984
PFKP,-0.98606,0.37985,1,0.99501,0.9984
ZNF674-AS1,0.98579,0.37996,1,0.99501,0.9984
S100A13,-0.98566,0.38001,1,0.99501,0.9984
SMARCD2,0.98556,0.38005,1,0.99501,0.9984
F2R,0.98545,0.3801,1,0.99501,0.9984
SECISBP2,0.98537,0.38013,1,0.99501,0.9984
LOC100506713,-0.98536,0.38014,1,0.99501,0.9984
ARHGAP29,0.98528,0.38017,1,0.99501,0.9984
KIFC2,-0.98526,0.38018,1,0.99501,0.9984
TBC1D1,0.98516,0.38022,1,0.99501,0.9984
COL5A2,0.98484,0.38034,1,0.99501,0.9984
FAM18A,-0.98475,0.38038,1,0.99501,0.9984
BCAS4,0.98474,0.38038,1,0.99501,0.9984
PHACTR1,0.98399,0.38067,1,0.99501,0.9984
FANCL,0.98356,0.38084,1,0.99501,0.9984
UBE2E2,0.98343,0.38089,1,0.99501,0.9984
ARMC5,0.98339,0.38091,1,0.99501,0.9984
C1orf233,-0.98289,0.38111,1,0.99501,0.9984
RRAGA,-0.98275,0.38117,1,0.99501,0.9984
BBS10,0.98269,0.38119,1,0.99501,0.9984
HSPA5,0.98268,0.3812,1,0.99501,0.9984
CTNS,-0.98267,0.3812,1,0.99501,0.9984
POLE3,0.98267,0.3812,1,0.99501,0.9984
GIGYF1,-0.98257,0.38125,1,0.99501,0.9984
IFT43,0.9824,0.38132,1,0.99501,0.9984
FAM91A1,0.98229,0.38137,1,0.99501,0.9984
AGAP3,-0.98229,0.38137,1,0.99501,0.9984
C9orf114,-0.98217,0.38143,1,0.99501,0.9984
CEACAM19,-0.98212,0.38145,1,0.99501,0.9984
PTCD3,-0.98207,0.38147,1,0.99501,0.9984
DIP2B,-0.98192,0.38155,1,0.99501,0.9984
PARD6G,0.98173,0.38165,1,0.99501,0.9984
ANKRD46,-0.98172,0.38165,1,0.99501,0.9984
CDR2,-0.98142,0.3818,1,0.99501,0.9984
ZNF337,-0.98135,0.38184,1,0.99501,0.9984
DYRK1A,0.98135,0.38184,1,0.99501,0.9984
FAM161A,-0.98129,0.38187,1,0.99501,0.9984
EMID1,-0.98081,0.38212,1,0.99501,0.9984
TSPYL4,0.98079,0.38213,1,0.99501,0.9984
CCDC9,-0.98015,0.38246,1,0.99501,0.9984
LRRC42,0.97938,0.38281,1,0.99501,0.9984
TMUB1,-0.97933,0.38283,1,0.99501,0.9984
ABCC8,-0.97903,0.38295,1,0.99501,0.9984
PRDM8,-0.97894,0.38298,1,0.99501,0.9984
PQLC3,-0.97894,0.38298,1,0.99501,0.9984
RPP30,-0.97846,0.38316,1,0.99501,0.9984
RACGAP1,-0.97827,0.38323,1,0.99501,0.9984
PDZD4,-0.978,0.38332,1,0.99501,0.9984
SLC25A13,0.9775,0.3835,1,0.99501,0.9984
C1GALT1C1,0.97745,0.38352,1,0.99501,0.9984
TMEM242,0.97711,0.38364,1,0.99501,0.9984
ACO1,0.9771,0.38364,1,0.99501,0.9984
ICA1L,-0.97678,0.38376,1,0.99501,0.9984
PIGO,-0.97674,0.38378,1,0.99501,0.9984
VAMP4,-0.97655,0.38385,1,0.99501,0.9984
TTC30A,-0.97625,0.38397,1,0.99501,0.9984
TMEM45B,-0.9761,0.38404,1,0.99501,0.9984
CGREF1,-0.97609,0.38404,1,0.99501,0.9984
GCC2,-0.97567,0.38422,1,0.99501,0.9984
RAD17,-0.97563,0.38424,1,0.99501,0.9984
RPS16,0.97544,0.38433,1,0.99501,0.9984
SCARNA13,0.97501,0.38452,1,0.99501,0.9984
ZNF670,0.9749,0.38457,1,0.99501,0.9984
GPR146,-0.97485,0.38459,1,0.99501,0.9984
ZNF295,0.9741,0.38492,1,0.99501,0.9984
RAB40B,-0.97397,0.38498,1,0.99501,0.9984
DENND6A,0.97388,0.38501,1,0.99501,0.9984
KCNH5,-0.97345,0.38519,1,0.99501,0.9984
CXADR,0.97339,0.38521,1,0.99501,0.9984
NEUROD1,0.97337,0.38522,1,0.99501,0.9984
TIGD5,-0.9731,0.38532,1,0.99501,0.9984
COMMD8,0.97301,0.38536,1,0.99501,0.9984
URI1,-0.97297,0.38537,1,0.99501,0.9984
SYT6,-0.97295,0.38538,1,0.99501,0.9984
TSPAN15,-0.9725,0.38554,1,0.99501,0.9984
PLEKHA7,-0.97242,0.38557,1,0.99501,0.9984
LUZP2,0.97137,0.38593,1,0.99501,0.9984
CYB5R1,-0.97132,0.38595,1,0.99501,0.9984
GCDH,-0.97127,0.38597,1,0.99501,0.9984
TMEM135,0.97068,0.38617,1,0.99501,0.9984
PCMTD1,-0.97059,0.38621,1,0.99501,0.9984
PTPRO,-0.97057,0.38622,1,0.99501,0.9984
MAGEE1,-0.97042,0.38627,1,0.99501,0.9984
AAK1,-0.97039,0.38628,1,0.99501,0.9984
ARRDC4,0.97004,0.38642,1,0.99501,0.9984
LOC653501,0.96917,0.38676,1,0.99501,0.9984
STMN3,-0.9689,0.38687,1,0.99501,0.9984
PFN2,0.96878,0.38692,1,0.99501,0.9984
ABTB2,-0.96875,0.38693,1,0.99501,0.9984
RPL9,-0.96874,0.38693,1,0.99501,0.9984
NIN,0.96843,0.38706,1,0.99501,0.9984
METTL14,0.9684,0.38707,1,0.99501,0.9984
NUP210,-0.96816,0.38717,1,0.99501,0.9984
CHTOP,-0.96807,0.3872,1,0.99501,0.9984
TLR4,0.96801,0.38723,1,0.99501,0.9984
SLC39A14,0.9678,0.38731,1,0.99501,0.9984
TYW1,-0.96754,0.38741,1,0.99501,0.9984
EML4,-0.96703,0.3876,1,0.99501,0.9984
RPS23,0.96689,0.38765,1,0.99501,0.9984
FKBP9,-0.96662,0.38775,1,0.99501,0.9984
RASGEF1C,-0.96661,0.38776,1,0.99501,0.9984
TINAGL1,0.96659,0.38776,1,0.99501,0.9984
TRIP13,-0.96652,0.38779,1,0.99501,0.9984
PIDD,-0.96638,0.38784,1,0.99501,0.9984
ZNF417,-0.96632,0.38786,1,0.99501,0.9984
TMEM185B,-0.96628,0.38788,1,0.99501,0.9984
REV1,0.96614,0.38793,1,0.99501,0.9984
TMEM187,0.96594,0.388,1,0.99501,0.9984
RSPO4,-0.9658,0.38805,1,0.99501,0.9984
NOL9,-0.9657,0.38809,1,0.99501,0.9984
LOC727849,0.96563,0.38811,1,0.99501,0.9984
TMEM98,0.96559,0.38813,1,0.99501,0.9984
GNG7,-0.96552,0.38815,1,0.99501,0.9984
RPS6KA5,-0.96538,0.38821,1,0.99501,0.9984
KIAA0319L,0.96519,0.38828,1,0.99501,0.9984
ZDHHC15,0.96512,0.38831,1,0.99501,0.9984
SMG8,-0.96487,0.3884,1,0.99501,0.9984
PDHB,-0.96477,0.38844,1,0.99501,0.9984
ANP32E,0.96475,0.38845,1,0.99501,0.9984
ALG9,0.96419,0.38868,1,0.99501,0.9984
EPHA5,0.96368,0.38891,1,0.99501,0.9984
NCAN,0.9636,0.38895,1,0.99501,0.9984
FRS2,-0.96356,0.38896,1,0.99501,0.9984
DLK1,-0.96356,0.38897,1,0.99501,0.9984
CACNA2D3,-0.9632,0.38913,1,0.99501,0.9984
PDE8A,0.9632,0.38913,1,0.99501,0.9984
SEPW1,0.96305,0.3892,1,0.99501,0.9984
LSM1,-0.96301,0.38922,1,0.99501,0.9984
P4HTM,-0.96295,0.38925,1,0.99501,0.9984
HIRIP3,-0.96275,0.38935,1,0.99501,0.9984
ORAI3,0.96275,0.38935,1,0.99501,0.9984
FBXL15,-0.96269,0.38938,1,0.99501,0.9984
PRSS8,0.96257,0.38944,1,0.99501,0.9984
ANAPC13,-0.96248,0.38948,1,0.99501,0.9984
SECISBP2L,0.96237,0.38953,1,0.99501,0.9984
C21orf33,0.96236,0.38954,1,0.99501,0.9984
SLC7A5P1,-0.96206,0.38968,1,0.99501,0.9984
OR2L1P,-0.96177,0.38981,1,0.99501,0.9984
ACAT2,-0.96172,0.38984,1,0.99501,0.9984
XPO4,0.96111,0.39012,1,0.99501,0.9984
REEP1,-0.96088,0.39023,1,0.99501,0.9984
NTNG2,-0.96057,0.39037,1,0.99501,0.9984
RET,-0.96054,0.39038,1,0.99501,0.9984
KIAA0319,-0.96051,0.39039,1,0.99501,0.9984
MTCH2,0.96047,0.39041,1,0.99501,0.9984
SLC25A51,0.96034,0.39047,1,0.99501,0.9984
GDF15,0.96031,0.39049,1,0.99501,0.9984
OXSM,-0.96025,0.39052,1,0.99501,0.9984
TMBIM6,0.95975,0.39075,1,0.99501,0.9984
TMED1,-0.95975,0.39075,1,0.99501,0.9984
C16orf88,0.95966,0.39079,1,0.99501,0.9984
LMAN2L,-0.95957,0.39083,1,0.99501,0.9984
LOC100129794,-0.959,0.39108,1,0.99501,0.9984
HOXA1,0.959,0.39109,1,0.99501,0.9984
NKAP,-0.95892,0.39112,1,0.99501,0.9984
BAD,-0.95891,0.39113,1,0.99501,0.9984
CPSF3L,0.95872,0.39121,1,0.99501,0.9984
LOC100132077,-0.95859,0.39127,1,0.99501,0.9984
ATF6,-0.95847,0.39132,1,0.99501,0.9984
JAG2,-0.95828,0.39141,1,0.99501,0.9984
TECTA,-0.95818,0.39145,1,0.99501,0.9984
TXNIP,0.95811,0.39148,1,0.99501,0.9984
SUN2,0.95806,0.3915,1,0.99501,0.9984
MTO1,0.95766,0.39168,1,0.99501,0.9984
