Gene,t-scores,p-values,FDR-adjusted p-values,q-values,BH FDR-adjusted p-values
ADARB1,0.84846,0.4321,1,0.99956,0.99956
NDUFB6,-0.84812,0.43228,1,0.99956,0.99956
NT5DC2,0.84779,0.43246,1,0.99956,0.99956
RNF146,0.84767,0.43252,1,0.99956,0.99956
DECR2,-0.8476,0.43256,1,0.99956,0.99956
AP2A2,0.84749,0.43261,1,0.99956,0.99956
ARSJ,0.84732,0.4327,1,0.99956,0.99956
CDCA2,0.84703,0.43285,1,0.99956,0.99956
FKRP,0.84685,0.43295,1,0.99956,0.99956
FAM198B,0.84674,0.43301,1,0.99956,0.99956
RABEPK,-0.84671,0.43302,1,0.99956,0.99956
NID1,-0.84669,0.43303,1,0.99956,0.99956
TBC1D22B,-0.84654,0.43311,1,0.99956,0.99956
NFE2L3,-0.84644,0.43316,1,0.99956,0.99956
PBX3,0.84623,0.43326,1,0.99956,0.99956
HADHA,0.8461,0.43333,1,0.99956,0.99956
CNDP2,0.84603,0.43337,1,0.99956,0.99956
CGNL1,0.84603,0.43337,1,0.99956,0.99956
IGFBP3,-0.84567,0.43355,1,0.99956,0.99956
KIAA1109,0.84563,0.43357,1,0.99956,0.99956
HAUS8,0.84557,0.4336,1,0.99956,0.99956
RSPO3,0.84459,0.4341,1,0.99956,0.99956
EIF4G2,0.84452,0.43414,1,0.99956,0.99956
ZNF224,-0.84446,0.43417,1,0.99956,0.99956
PRPSAP2,0.84435,0.43423,1,0.99956,0.99956
RNF157,0.84427,0.43428,1,0.99956,0.99956
SPRY3,-0.84393,0.43445,1,0.99956,0.99956
ACTA2,-0.84371,0.43457,1,0.99956,0.99956
PDE4C,-0.84361,0.43463,1,0.99956,0.99956
SLC35B3,-0.84353,0.43467,1,0.99956,0.99956
SLFN5,0.84338,0.43475,1,0.99956,0.99956
SLC39A3,-0.84312,0.43488,1,0.99956,0.99956
FAM48A,-0.84306,0.43492,1,0.99956,0.99956
PDPK1,0.84292,0.43499,1,0.99956,0.99956
PDRG1,-0.84287,0.43501,1,0.99956,0.99956
YARS,-0.84286,0.43502,1,0.99956,0.99956
C3orf52,-0.84274,0.43508,1,0.99956,0.99956
LBH,-0.84272,0.43509,1,0.99956,0.99956
BVES,-0.8427,0.4351,1,0.99956,0.99956
MRPL51,0.84195,0.43549,1,0.99956,0.99956
RABGEF1,-0.84143,0.43576,1,0.99956,0.99956
MED9,0.84132,0.43582,1,0.99956,0.99956
RBBP4,0.84113,0.43591,1,0.99956,0.99956
PER2,0.84046,0.43625,1,0.99956,0.99956
MRPS15,-0.84033,0.43632,1,0.99956,0.99956
ZNF25,-0.83998,0.43649,1,0.99956,0.99956
MSH6,0.83996,0.4365,1,0.99956,0.99956
NRBF2,-0.83986,0.43654,1,0.99956,0.99956
ZNF626,0.8396,0.43667,1,0.99956,0.99956
INTS8,0.83917,0.43688,1,0.99956,0.99956
CHST8,-0.83884,0.43705,1,0.99956,0.99956
FANCG,-0.83824,0.43734,1,0.99956,0.99956
ARL2BP,0.83823,0.43735,1,0.99956,0.99956
DTNB,0.83821,0.43736,1,0.99956,0.99956
EGLN2,0.83808,0.43742,1,0.99956,0.99956
SHC1,-0.83783,0.43755,1,0.99956,0.99956
MLH3,0.83758,0.43767,1,0.99956,0.99956
MARCH5,0.83752,0.4377,1,0.99956,0.99956
CENPE,-0.83747,0.43772,1,0.99956,0.99956
LOC653501,0.83746,0.43773,1,0.99956,0.99956
YKT6,0.8373,0.4378,1,0.99956,0.99956
CBR4,-0.8363,0.43827,1,0.99956,0.99956
GNL3L,0.83611,0.43835,1,0.99956,0.99956
PBLD,0.83599,0.43841,1,0.99956,0.99956
IRF1,-0.83599,0.43841,1,0.99956,0.99956
RSAD1,-0.8359,0.43845,1,0.99956,0.99956
ST18,-0.83577,0.4385,1,0.99956,0.99956
PROSAPIP1,-0.8356,0.43858,1,0.99956,0.99956
PHF1,-0.83536,0.43869,1,0.99956,0.99956
BUB1,-0.83519,0.43877,1,0.99956,0.99956
DNAJC2,-0.83512,0.4388,1,0.99956,0.99956
GTF2H5,-0.83512,0.4388,1,0.99956,0.99956
LLGL1,0.83506,0.43883,1,0.99956,0.99956
DDX10,-0.83486,0.43893,1,0.99956,0.99956
LOC441454,0.83469,0.43901,1,0.99956,0.99956
MANSC1,0.83462,0.43904,1,0.99956,0.99956
PSEN1,-0.83443,0.43914,1,0.99956,0.99956
C8orf59,-0.83416,0.43927,1,0.99956,0.99956
LOC389023,0.83406,0.43932,1,0.99956,0.99956
ZNF674,-0.83374,0.43948,1,0.99956,0.99956
CKS2,-0.83367,0.43952,1,0.99956,0.99956
THSD7B,0.83331,0.4397,1,0.99956,0.99956
MPZ,-0.83301,0.43986,1,0.99956,0.99956
THAP1,-0.83297,0.43988,1,0.99956,0.99956
ZBTB10,0.83277,0.43999,1,0.99956,0.99956
LMO7,-0.83265,0.44006,1,0.99956,0.99956
ZNF783,0.83234,0.44023,1,0.99956,0.99956
WARS,-0.83207,0.44039,1,0.99956,0.99956
TCEB3CL,0.83193,0.44047,1,0.99956,0.99956
GTDC2,0.83189,0.4405,1,0.99956,0.99956
ALDH3A2,-0.83185,0.44052,1,0.99956,0.99956
FGD3,0.83166,0.44063,1,0.99956,0.99956
WNK3,0.8316,0.44067,1,0.99956,0.99956
ABHD14A,0.83141,0.44078,1,0.99956,0.99956
WRB,0.83117,0.44092,1,0.99956,0.99956
PVRL1,0.83104,0.44099,1,0.99956,0.99956
ZNF326,0.83098,0.44103,1,0.99956,0.99956
MAP4K2,-0.83089,0.44108,1,0.99956,0.99956
VTA1,0.83071,0.44118,1,0.99956,0.99956
NCBP1,0.8305,0.4413,1,0.99956,0.99956
ASAP3,0.83041,0.44135,1,0.99956,0.99956
RAD21,0.83037,0.44137,1,0.99956,0.99956
VPS9D1,0.83028,0.44142,1,0.99956,0.99956
WIBG,0.83018,0.44148,1,0.99956,0.99956
VDAC1,0.83001,0.44157,1,0.99956,0.99956
PRSS35,-0.82982,0.44167,1,0.99956,0.99956
TET3,0.82908,0.44207,1,0.99956,0.99956
SEC24A,0.82898,0.44213,1,0.99956,0.99956
HPX,0.82894,0.44214,1,0.99956,0.99956
DDX5,0.82854,0.44235,1,0.99956,0.99956
GLRA3,0.82847,0.44238,1,0.99956,0.99956
FAM171A2,0.8284,0.44242,1,0.99956,0.99956
BRIP1,-0.82796,0.44263,1,0.99956,0.99956
DENND1A,0.82792,0.44265,1,0.99956,0.99956
MEN1,-0.8279,0.44266,1,0.99956,0.99956
SNAPC2,0.82775,0.44273,1,0.99956,0.99956
SPIN3,-0.82773,0.44274,1,0.99956,0.99956
LOC729013,0.8277,0.44276,1,0.99956,0.99956
RALA,-0.82752,0.44285,1,0.99956,0.99956
C11orf74,-0.82742,0.4429,1,0.99956,0.99956
SCYL1,0.82738,0.44292,1,0.99956,0.99956
TARS,-0.82725,0.44298,1,0.99956,0.99956
S100A16,-0.82719,0.44301,1,0.99956,0.99956
ALG14,0.82714,0.44303,1,0.99956,0.99956
WDR89,0.82662,0.4433,1,0.99956,0.99956
EPHB6,-0.82623,0.44351,1,0.99956,0.99956
WDR16,0.82598,0.44365,1,0.99956,0.99956
RPL7A,-0.82595,0.44366,1,0.99956,0.99956
KCNH5,0.82593,0.44367,1,0.99956,0.99956
MRPL44,0.82591,0.44368,1,0.99956,0.99956
FAM208A,0.82575,0.44377,1,0.99956,0.99956
EPB41L5,0.82561,0.44384,1,0.99956,0.99956
HIST1H2AK,0.82556,0.44387,1,0.99956,0.99956
TMEM106B,0.82554,0.44388,1,0.99956,0.99956
SIN3A,0.82515,0.44409,1,0.99956,0.99956
PDE2A,-0.82515,0.44409,1,0.99956,0.99956
TMEM109,0.82495,0.44419,1,0.99956,0.99956
CIR1,0.82495,0.44419,1,0.99956,0.99956
SERP1,0.8249,0.44422,1,0.99956,0.99956
UBLCP1,0.82424,0.44457,1,0.99956,0.99956
ZNF514,-0.82391,0.44475,1,0.99956,0.99956
TMEM8B,0.8238,0.44481,1,0.99956,0.99956
KIAA0146,0.82349,0.44497,1,0.99956,0.99956
GPRASP1,-0.82345,0.44499,1,0.99956,0.99956
CMBL,-0.82329,0.44507,1,0.99956,0.99956
PPP1R3D,0.82324,0.4451,1,0.99956,0.99956
BCORL1,0.82311,0.44517,1,0.99956,0.99956
ACBD4,0.82287,0.44529,1,0.99956,0.99956
EIF3C,0.82287,0.44529,1,0.99956,0.99956
SRR,0.82223,0.44561,1,0.99956,0.99956
TULP4,0.82219,0.44563,1,0.99956,0.99956
ZNF529,0.82218,0.44563,1,0.99956,0.99956
JOSD1,-0.82175,0.44584,1,0.99956,0.99956
IKBIP,-0.82164,0.44589,1,0.99956,0.99956
NR2F1,0.8214,0.44601,1,0.99956,0.99956
PMS1,-0.82137,0.44602,1,0.99956,0.99956
CEP68,0.82133,0.44604,1,0.99956,0.99956
POLR3E,0.82129,0.44606,1,0.99956,0.99956
DBP,0.8211,0.44615,1,0.99956,0.99956
WRAP53,0.82085,0.44627,1,0.99956,0.99956
RPS6KB2,0.82085,0.44628,1,0.99956,0.99956
SNRPC,-0.8208,0.4463,1,0.99956,0.99956
ADAM23,0.82076,0.44632,1,0.99956,0.99956
KIAA1279,0.82066,0.44637,1,0.99956,0.99956
LRFN3,0.82045,0.44647,1,0.99956,0.99956
PPP1R16A,0.82032,0.44653,1,0.99956,0.99956
MTF2,0.8203,0.44654,1,0.99956,0.99956
LOC100507217,-0.8202,0.44659,1,0.99956,0.99956
ITFG3,0.81981,0.44678,1,0.99956,0.99956
KLK6,-0.81978,0.44679,1,0.99956,0.99956
RRP9,-0.81957,0.4469,1,0.99956,0.99956
GPC6,-0.81953,0.44692,1,0.99956,0.99956
ZBTB11,-0.81897,0.4472,1,0.99956,0.99956
RAB22A,0.81892,0.44723,1,0.99956,0.99956
TMEM203,-0.81891,0.44723,1,0.99956,0.99956
TEX15,0.81832,0.44756,1,0.99956,0.99956
NUP107,-0.81824,0.4476,1,0.99956,0.99956
MRPS14,0.81816,0.44765,1,0.99956,0.99956
SENP5,0.81811,0.44767,1,0.99956,0.99956
MYLIP,0.81803,0.44772,1,0.99956,0.99956
CAHM,-0.81802,0.44773,1,0.99956,0.99956
TCEB3C,0.81784,0.44783,1,0.99956,0.99956
KIAA0825,0.81768,0.44792,1,0.99956,0.99956
CCDC81,0.81757,0.44798,1,0.99956,0.99956
ZC3HAV1,0.81754,0.448,1,0.99956,0.99956
FAM60A,-0.81741,0.44807,1,0.99956,0.99956
PLEKHB2,-0.81721,0.44818,1,0.99956,0.99956
RCHY1,-0.8171,0.44825,1,0.99956,0.99956
PON2,0.81709,0.44825,1,0.99956,0.99956
GUSB,-0.81705,0.44827,1,0.99956,0.99956
PRR3,-0.81701,0.4483,1,0.99956,0.99956
PHC3,0.81644,0.44861,1,0.99956,0.99956
PHACTR1,0.81634,0.44867,1,0.99956,0.99956
RAP2C,0.81623,0.44873,1,0.99956,0.99956
PPP1R12C,-0.81622,0.44873,1,0.99956,0.99956
LOC285074,0.8162,0.44874,1,0.99956,0.99956
STAM,-0.81617,0.44876,1,0.99956,0.99956
PDE4D,0.81612,0.44879,1,0.99956,0.99956
SELRC1,-0.81612,0.44879,1,0.99956,0.99956
TIA1,-0.81577,0.44898,1,0.99956,0.99956
TMEFF2,0.81571,0.44901,1,0.99956,0.99956
NBPF1,0.8157,0.44902,1,0.99956,0.99956
SH3RF1,0.81533,0.44922,1,0.99956,0.99956
ARID2,0.81528,0.44924,1,0.99956,0.99956
ANGPT1,-0.81527,0.44925,1,0.99956,0.99956
NBEA,0.81522,0.44928,1,0.99956,0.99956
HMGN2,0.81493,0.44943,1,0.99956,0.99956
SMIM7,-0.81483,0.44949,1,0.99956,0.99956
SRGAP3,0.81478,0.44951,1,0.99956,0.99956
CHMP4A,-0.81469,0.44956,1,0.99956,0.99956
HSPA13,-0.81444,0.44969,1,0.99956,0.99956
IKZF2,0.81437,0.44973,1,0.99956,0.99956
HNRNPF,-0.81428,0.44978,1,0.99956,0.99956
NTM,0.81393,0.44996,1,0.99956,0.99956
SC5DL,0.81389,0.44998,1,0.99956,0.99956
ANGPTL2,0.8138,0.45003,1,0.99956,0.99956
NSUN5,-0.81373,0.45007,1,0.99956,0.99956
RAMP1,0.81361,0.45013,1,0.99956,0.99956
METTL15,-0.81359,0.45014,1,0.99956,0.99956
SMG1,0.81352,0.45018,1,0.99956,0.99956
ZRANB1,0.81352,0.45018,1,0.99956,0.99956
LSR,0.81351,0.45018,1,0.99956,0.99956
EAPP,0.8135,0.45019,1,0.99956,0.99956
LOC645206,-0.81347,0.45021,1,0.99956,0.99956
NDUFAF4,-0.81343,0.45023,1,0.99956,0.99956
KIAA2026,0.81334,0.45027,1,0.99956,0.99956
ZNF18,0.81318,0.45036,1,0.99956,0.99956
RPL22,-0.81288,0.45052,1,0.99956,0.99956
TBPL1,-0.81271,0.45061,1,0.99956,0.99956
ANTXR1,0.81258,0.45068,1,0.99956,0.99956
GOLT1B,-0.81255,0.4507,1,0.99956,0.99956
TRIOBP,0.81206,0.45096,1,0.99956,0.99956
VPS33B,-0.812,0.45099,1,0.99956,0.99956
LOC100129917,-0.8119,0.45105,1,0.99956,0.99956
RPL23AP64,0.81181,0.4511,1,0.99956,0.99956
CELF2,0.81149,0.45127,1,0.99956,0.99956
FAM65B,-0.81144,0.4513,1,0.99956,0.99956
ZNF19,0.81121,0.45142,1,0.99956,0.99956
ZNF569,0.81111,0.45148,1,0.99956,0.99956
PIFO,0.81097,0.45156,1,0.99956,0.99956
SCAMP1,0.81093,0.45158,1,0.99956,0.99956
GNPAT,0.81091,0.45159,1,0.99956,0.99956
TMEM184B,0.81075,0.45168,1,0.99956,0.99956
PARM1,-0.81069,0.45172,1,0.99956,0.99956
KAT5,0.81002,0.45209,1,0.99956,0.99956
NDUFV2,-0.80999,0.45211,1,0.99956,0.99956
NUP93,-0.80994,0.45214,1,0.99956,0.99956
LOC100507341,-0.8099,0.45216,1,0.99956,0.99956
DCAF15,0.80976,0.45224,1,0.99956,0.99956
GRSF1,0.80972,0.45226,1,0.99956,0.99956
DDX3X,0.80971,0.45227,1,0.99956,0.99956
PSMA6,0.80967,0.45229,1,0.99956,0.99956
SLC2A11,0.80905,0.45263,1,0.99956,0.99956
BOLA2B,-0.80893,0.4527,1,0.99956,0.99956
LETMD1,-0.80881,0.45276,1,0.99956,0.99956
FLJ27352,0.80853,0.45291,1,0.99956,0.99956
CCDC142,-0.80844,0.45296,1,0.99956,0.99956
BAD,0.80805,0.45316,1,0.99956,0.99956
CDC14B,0.80799,0.45319,1,0.99956,0.99956
OSGIN2,-0.80765,0.45336,1,0.99956,0.99956
EDEM1,-0.80735,0.45352,1,0.99956,0.99956
EPS8,-0.80702,0.45368,1,0.99956,0.99956
ATP11B,0.80645,0.45397,1,0.99956,0.99956
C1orf85,0.80624,0.45408,1,0.99956,0.99956
PSMD3,0.80623,0.45408,1,0.99956,0.99956
CHRNB1,-0.80599,0.4542,1,0.99956,0.99956
NEO1,-0.80583,0.45428,1,0.99956,0.99956
CECR5,-0.80554,0.45443,1,0.99956,0.99956
ANKRD13C,-0.80546,0.45447,1,0.99956,0.99956
HIPK2,0.80528,0.45456,1,0.99956,0.99956
MRPS36,-0.80527,0.45456,1,0.99956,0.99956
BOP1,-0.80522,0.45459,1,0.99956,0.99956
TIMM10,-0.80511,0.45465,1,0.99956,0.99956
DLX1,-0.8051,0.45465,1,0.99956,0.99956
GNPTG,0.80503,0.45469,1,0.99956,0.99956
MAP1LC3B2,-0.80472,0.45486,1,0.99956,0.99956
C14orf166,0.8047,0.45488,1,0.99956,0.99956
UBQLN1,-0.80466,0.45489,1,0.99956,0.99956
STXBP5L,0.8045,0.45499,1,0.99956,0.99956
RASA3,-0.80448,0.455,1,0.99956,0.99956
DGKG,-0.80434,0.45508,1,0.99956,0.99956
CRTAC1,-0.8042,0.45517,1,0.99956,0.99956
ABCE1,-0.80409,0.45523,1,0.99956,0.99956
NUP153,0.80397,0.4553,1,0.99956,0.99956
FAM72A,-0.80388,0.45535,1,0.99956,0.99956
HAVCR1,-0.80372,0.45545,1,0.99956,0.99956
SEPHS1,-0.8037,0.45546,1,0.99956,0.99956
KLHL22,0.80366,0.45548,1,0.99956,0.99956
SNORA43,-0.80355,0.45554,1,0.99956,0.99956
GNAI3,0.803,0.45584,1,0.99956,0.99956
CARHSP1,0.80272,0.45598,1,0.99956,0.99956
JARID2,0.80262,0.45602,1,0.99956,0.99956
MRE11A,0.80254,0.45606,1,0.99956,0.99956
DHX35,-0.80248,0.45609,1,0.99956,0.99956
CDC5L,0.80233,0.45616,1,0.99956,0.99956
SUMO3,-0.80225,0.45619,1,0.99956,0.99956
TTLL7,0.80204,0.45628,1,0.99956,0.99956
FRG1,-0.80183,0.45638,1,0.99956,0.99956
UNC5C,0.80177,0.4564,1,0.99956,0.99956
ZNF346,0.80166,0.45645,1,0.99956,0.99956
CXorf22,0.80131,0.45661,1,0.99956,0.99956
POLR1C,0.80088,0.45682,1,0.99956,0.99956
TMEM154,-0.80082,0.45685,1,0.99956,0.99956
RIBC1,0.8008,0.45686,1,0.99956,0.99956
CYP27A1,-0.80041,0.45707,1,0.99956,0.99956
GRM3,0.80037,0.4571,1,0.99956,0.99956
CHAF1B,-0.8001,0.45725,1,0.99956,0.99956
STARD9,-0.79994,0.45734,1,0.99956,0.99956
CHP1,0.79982,0.45741,1,0.99956,0.99956
ZC3H6,-0.79969,0.45749,1,0.99956,0.99956
SLC25A33,0.79968,0.45749,1,0.99956,0.99956
MORN5,0.79964,0.45751,1,0.99956,0.99956
AP2B1,0.79934,0.45768,1,0.99956,0.99956
PGP,0.79903,0.45785,1,0.99956,0.99956
RIC3,-0.79859,0.45808,1,0.99956,0.99956
LOC100130155,0.79857,0.45809,1,0.99956,0.99956
CCND2,0.7983,0.45822,1,0.99956,0.99956
PLEKHG5,0.7983,0.45823,1,0.99956,0.99956
RNF208,0.79806,0.45834,1,0.99956,0.99956
NDUFB4,0.79805,0.45835,1,0.99956,0.99956
DNER,0.79776,0.45849,1,0.99956,0.99956
MMAA,0.79769,0.45853,1,0.99956,0.99956
MAP3K7,-0.79748,0.45863,1,0.99956,0.99956
C5orf24,-0.79748,0.45863,1,0.99956,0.99956
C19orf10,-0.79725,0.45875,1,0.99956,0.99956
STEAP3,-0.79711,0.45882,1,0.99956,0.99956
SPC24,0.79709,0.45883,1,0.99956,0.99956
USP42,0.79693,0.45891,1,0.99956,0.99956
LINC00087,0.79678,0.45899,1,0.99956,0.99956
ZNF616,-0.79659,0.45909,1,0.99956,0.99956
NAALADL2,0.7965,0.45914,1,0.99956,0.99956
FADS3,-0.79637,0.45921,1,0.99956,0.99956
KIAA1731,0.7963,0.45925,1,0.99956,0.99956
METTL10,0.79609,0.45936,1,0.99956,0.99956
RNF126,0.79599,0.45941,1,0.99956,0.99956
LOC400657,-0.79579,0.45952,1,0.99956,0.99956
TAS2R20,0.79567,0.45959,1,0.99956,0.99956
TMEM108,0.7956,0.45962,1,0.99956,0.99956
SKIV2L,-0.79544,0.45971,1,0.99956,0.99956
PTPRM,-0.79526,0.45981,1,0.99956,0.99956
FBXW9,0.79517,0.45986,1,0.99956,0.99956
TRIM4,-0.79475,0.46009,1,0.99956,0.99956
SESN2,-0.7946,0.46017,1,0.99956,0.99956
NDUFA10,-0.79443,0.46026,1,0.99956,0.99956
UBE3A,0.79436,0.4603,1,0.99956,0.99956
IL4R,-0.79419,0.46039,1,0.99956,0.99956
HCG18,0.79387,0.46057,1,0.99956,0.99956
BCHE,0.79387,0.46057,1,0.99956,0.99956
PHF10,-0.79368,0.46068,1,0.99956,0.99956
MOK,0.79363,0.4607,1,0.99956,0.99956
DNTTIP1,-0.79357,0.46074,1,0.99956,0.99956
NAT10,-0.79346,0.4608,1,0.99956,0.99956
MTSS1L,0.79341,0.46082,1,0.99956,0.99956
COL14A1,-0.79331,0.46088,1,0.99956,0.99956
DCPS,-0.7931,0.46099,1,0.99956,0.99956
SNORD17,0.79231,0.46142,1,0.99956,0.99956
KBTBD2,0.79227,0.46144,1,0.99956,0.99956
KCNMB4,0.79211,0.46152,1,0.99956,0.99956
KAZN,0.79189,0.46164,1,0.99956,0.99956
PDPN,-0.79183,0.46167,1,0.99956,0.99956
CYYR1,0.79105,0.46208,1,0.99956,0.99956
RPL23A,-0.79089,0.46216,1,0.99956,0.99956
CACFD1,0.79047,0.46237,1,0.99956,0.99956
DPAGT1,-0.78977,0.46272,1,0.99956,0.99956
THRAP3,0.78967,0.46277,1,0.99956,0.99956
C3orf18,-0.78946,0.46287,1,0.99956,0.99956
LOC100190986,0.78932,0.46294,1,0.99956,0.99956
GRHL1,0.78929,0.46296,1,0.99956,0.99956
CIDECP,0.78928,0.46296,1,0.99956,0.99956
C4orf29,0.78926,0.46297,1,0.99956,0.99956
C5orf55,0.7889,0.46316,1,0.99956,0.99956
PRIMA1,0.78876,0.46323,1,0.99956,0.99956
DPCD,0.78871,0.46326,1,0.99956,0.99956
NIM1,-0.78858,0.46332,1,0.99956,0.99956
TNR,0.78839,0.46342,1,0.99956,0.99956
ANKRD20A9P,0.78797,0.46364,1,0.99956,0.99956
PRDM4,-0.78771,0.46378,1,0.99956,0.99956
LOC650623,-0.78748,0.46391,1,0.99956,0.99956
NANS,-0.78739,0.46395,1,0.99956,0.99956
ZNF367,-0.78737,0.46397,1,0.99956,0.99956
CTNNAL1,-0.78731,0.464,1,0.99956,0.99956
CLASRP,-0.78725,0.46403,1,0.99956,0.99956
MACROD2,0.78715,0.46408,1,0.99956,0.99956
RFC2,0.78708,0.46412,1,0.99956,0.99956
MFSD8,0.78685,0.46425,1,0.99956,0.99956
ADPRHL2,-0.7866,0.46439,1,0.99956,0.99956
ABCF3,0.7865,0.46445,1,0.99956,0.99956
SLC15A2,0.78649,0.46445,1,0.99956,0.99956
SNORA7B,-0.78647,0.46447,1,0.99956,0.99956
SF3B1,0.78622,0.46461,1,0.99956,0.99956
NKD1,0.78597,0.46475,1,0.99956,0.99956
TAOK2,0.78594,0.46477,1,0.99956,0.99956
COX7B,0.78556,0.46499,1,0.99956,0.99956
TMX2,-0.78538,0.46509,1,0.99956,0.99956
PLEKHH2,-0.78538,0.4651,1,0.99956,0.99956
SPG7,0.7852,0.4652,1,0.99956,0.99956
IPO13,0.78505,0.46528,1,0.99956,0.99956
DCHS1,0.78394,0.46583,1,0.99956,0.99956
ALKBH3,-0.7838,0.4659,1,0.99956,0.99956
NUDT10,0.78373,0.46594,1,0.99956,0.99956
SLC16A2,0.78369,0.46596,1,0.99956,0.99956
PTPN11,0.78361,0.466,1,0.99956,0.99956
ZNF217,0.78355,0.46603,1,0.99956,0.99956
PIGO,0.78331,0.46615,1,0.99956,0.99956
TXNL1,-0.7833,0.46615,1,0.99956,0.99956
TOP2B,0.78323,0.46619,1,0.99956,0.99956
ARHGAP19,-0.78323,0.46619,1,0.99956,0.99956
ITGB6,-0.78262,0.46652,1,0.99956,0.99956
ARID4A,0.78255,0.46656,1,0.99956,0.99956
ELP5,-0.78249,0.46659,1,0.99956,0.99956
CNOT6L,0.7824,0.46665,1,0.99956,0.99956
MT1E,-0.78238,0.46666,1,0.99956,0.99956
PPP4C,-0.78209,0.46683,1,0.99956,0.99956
ATE1,0.78188,0.46696,1,0.99956,0.99956
IL8,-0.78185,0.46698,1,0.99956,0.99956
AP4B1,0.78176,0.46703,1,0.99956,0.99956
DCAF16,0.78133,0.46729,1,0.99956,0.99956
TSFM,-0.78131,0.4673,1,0.99956,0.99956
GPR162,0.78122,0.46735,1,0.99956,0.99956
PLTP,0.78117,0.46738,1,0.99956,0.99956
AAMP,-0.78117,0.46738,1,0.99956,0.99956
SRSF10,0.7807,0.46764,1,0.99956,0.99956
SLC27A4,-0.78051,0.46775,1,0.99956,0.99956
CHD1,0.78008,0.46799,1,0.99956,0.99956
DHX36,0.78003,0.46802,1,0.99956,0.99956
SSR4,0.77993,0.46807,1,0.99956,0.99956
ELMSAN1,0.77974,0.46817,1,0.99956,0.99956
CCNJL,-0.77968,0.46821,1,0.99956,0.99956
COPS4,-0.77954,0.46828,1,0.99956,0.99956
DPH3,0.77944,0.46833,1,0.99956,0.99956
THUMPD3,-0.77941,0.46835,1,0.99956,0.99956
USP40,-0.77925,0.46844,1,0.99956,0.99956
FAM228B,0.7791,0.46852,1,0.99956,0.99956
CAPZA1,-0.77903,0.46856,1,0.99956,0.99956
TMEM107,0.77855,0.4688,1,0.99956,0.99956
SLU7,-0.77852,0.46882,1,0.99956,0.99956
SNORA50,-0.77839,0.46889,1,0.99956,0.99956
FOXJ2,-0.77833,0.46892,1,0.99956,0.99956
TRMT5,0.77815,0.46901,1,0.99956,0.99956
SLC25A46,0.77787,0.46916,1,0.99956,0.99956
ADRA1A,0.77679,0.46972,1,0.99956,0.99956
FOS,-0.77678,0.46972,1,0.99956,0.99956
XRCC3,0.7767,0.46977,1,0.99956,0.99956
ABCD2,-0.77644,0.46991,1,0.99956,0.99956
ZCCHC10,0.77626,0.47001,1,0.99956,0.99956
USP6NL,0.77606,0.47013,1,0.99956,0.99956
TMEM141,-0.77589,0.47022,1,0.99956,0.99956
GATA3,-0.77578,0.47029,1,0.99956,0.99956
GCLC,-0.77577,0.47029,1,0.99956,0.99956
EIF4EBP3,0.77566,0.47036,1,0.99956,0.99956
GLTP,0.77566,0.47036,1,0.99956,0.99956
BAIAP3,0.77564,0.47037,1,0.99956,0.99956
RGMA,-0.77538,0.47051,1,0.99956,0.99956
CPEB2,0.77527,0.47058,1,0.99956,0.99956
IFIT1,0.7751,0.47067,1,0.99956,0.99956
RNF138,-0.77497,0.47074,1,0.99956,0.99956
ANKFY1,0.77485,0.47081,1,0.99956,0.99956
GOSR1,0.77484,0.47082,1,0.99956,0.99956
PPHLN1,0.7748,0.47084,1,0.99956,0.99956
CHTOP,-0.77475,0.47087,1,0.99956,0.99956
LRRC1,-0.77474,0.47088,1,0.99956,0.99956
MFSD9,0.77472,0.47089,1,0.99956,0.99956
ROBO2,-0.7747,0.4709,1,0.99956,0.99956
OST4,0.77462,0.47095,1,0.99956,0.99956
GCH1,-0.77452,0.471,1,0.99956,0.99956
C6orf136,-0.77448,0.47102,1,0.99956,0.99956
KATNBL1,-0.77447,0.47103,1,0.99956,0.99956
HARBI1,0.77438,0.47108,1,0.99956,0.99956
RAD17,-0.77423,0.47117,1,0.99956,0.99956
SEPT11,0.77394,0.47134,1,0.99956,0.99956
ANO10,-0.77392,0.47135,1,0.99956,0.99956
ITSN1,0.77378,0.47143,1,0.99956,0.99956
SPINT2,-0.77288,0.47193,1,0.99956,0.99956
SRPK2,0.77285,0.47195,1,0.99956,0.99956
ARHGAP21,-0.77276,0.47199,1,0.99956,0.99956
CDK9,0.77235,0.47221,1,0.99956,0.99956
NIPSNAP3A,0.77223,0.47226,1,0.99956,0.99956
WWC1,-0.77216,0.4723,1,0.99956,0.99956
TRIP4,-0.77207,0.47234,1,0.99956,0.99956
PAK1IP1,-0.77202,0.47237,1,0.99956,0.99956
CYP2R1,-0.77164,0.47256,1,0.99956,0.99956
BRAF,0.77142,0.47267,1,0.99956,0.99956
UPK3BL,0.77101,0.47289,1,0.99956,0.99956
PPFIA1,-0.771,0.47289,1,0.99956,0.99956
ATP5H,-0.77097,0.47291,1,0.99956,0.99956
GMEB1,0.77085,0.47297,1,0.99956,0.99956
CYP39A1,0.77082,0.47299,1,0.99956,0.99956
DACH1,-0.77057,0.47313,1,0.99956,0.99956
FRRS1,-0.7703,0.47328,1,0.99956,0.99956
LYPLAL1,0.77021,0.47333,1,0.99956,0.99956
MAF,0.77016,0.47336,1,0.99956,0.99956
KIF1B,0.77011,0.47338,1,0.99956,0.99956
